0.000000	0.000102
0.083390	0.000002
0.166780	0.000001
0.250170	0.000001
0.333560	0.000001
0.416950	0.000000
0.500340	0.000000
0.583730	0.000001
0.667120	0.000001
0.750510	0.000001
0.833900	0.000001
0.917290	0.000000
1.000680	0.000000
1.084070	0.000001
1.167460	0.000001
1.250850	0.000002
1.334240	0.000001
1.417630	0.000001
1.501020	0.000002
1.584410	0.000005
1.667800	0.000016
1.751190	0.000008
1.834580	0.000007
1.917970	0.000002
2.001360	0.000002
2.084750	0.000001
2.168140	0.000001
2.251530	0.000001
2.334920	0.000001
2.418310	0.000000
2.501700	0.000000
2.585090	0.000000
2.668480	0.000000
2.751870	0.000000
2.835260	0.000000
2.918650	0.000000
3.002040	0.000000
3.085430	0.000000
3.168820	0.000000
3.252210	0.000000
3.335600	0.000000
3.418990	0.000000
3.502380	0.000000
3.585770	0.000000
3.669160	0.000000
3.752550	0.000000
3.835940	0.000000
3.919330	0.000000
4.002720	0.000000
4.086110	0.000000
4.169500	0.000000
4.252890	0.000000
4.336280	0.000000
4.419670	0.000000
4.503060	0.000000
4.586450	0.000000
4.669840	0.000001
4.753230	0.000001
4.836620	0.000001
4.920010	0.000005
5.003400	0.000006
5.086790	0.000009
5.170180	0.000009
5.253570	0.000007
5.336960	0.000006
5.420350	0.000003
5.503740	0.000001
5.587130	0.000002
5.670520	0.000001
5.753910	0.000000
5.837300	0.000000
5.920690	0.000000
6.004080	0.000000
6.087470	0.000000
6.170860	0.000000
6.254250	0.000000
6.337640	0.000000
6.421030	0.000001
6.504420	0.000001
6.587810	0.000003
6.671200	0.000009
6.754590	0.000028
6.837980	0.000004
6.921370	0.000020
7.004760	0.000007
7.088150	0.000001
7.171540	0.000004
7.254930	0.000001
7.338320	0.000001
7.421710	0.000001
7.505100	0.000000
7.588490	0.000000
7.671880	0.000000
7.755270	0.000000
7.838660	0.000000
7.922050	0.000000
8.005440	0.000000
8.088830	0.000000
8.172220	0.000000
8.255610	0.000000
8.339000	0.000000
8.422390	0.000000
8.505780	0.000000
8.589170	0.000000
8.672560	0.000000
8.755950	0.000000
8.839340	0.000000
8.922730	0.000000
9.006120	0.000000
9.089510	0.000000
9.172900	0.000000
9.256290	0.000000
9.339680	0.000000
9.423070	0.000000
9.506460	0.000000
9.589850	0.000000
9.673240	0.000000
9.756630	0.000000
9.840020	0.000000
9.923410	0.000000
10.006800	0.000000
10.090190	0.000000
10.173580	0.000000
10.256970	0.000000
10.340360	0.000000
10.423750	0.000000
10.507140	0.000000
10.590530	0.000000
10.673920	0.000000
10.757310	0.000000
10.840700	0.000001
10.924090	0.000001
11.007480	0.000000
11.090870	0.000001
11.174260	0.000002
11.257650	0.000001
11.341040	0.000003
11.424430	0.000014
11.507820	0.000008
11.591210	0.000056
11.674600	0.000038
11.757990	0.000019
11.841380	0.000007
11.924770	0.000008
12.008160	0.000007
12.091550	0.000007
12.174940	0.000004
12.258330	0.000001
12.341720	0.000001
12.425110	0.000002
12.508500	0.000001
12.591890	0.000001
12.675280	0.000000
12.758670	0.000000
12.842060	0.000000
12.925450	0.000000
13.008840	0.000000
13.092230	0.000000
13.175620	0.000000
13.259010	0.000000
13.342400	0.000000
13.425790	0.000000
13.509180	0.000000
13.592570	0.000000
13.675960	0.000000
13.759350	0.000000
13.842740	0.000000
13.926130	0.000000
14.009520	0.000000
14.092910	0.000000
14.176300	0.000000
14.259690	0.000000
14.343080	0.000001
14.426470	0.000001
14.509860	0.000002
14.593250	0.000003
14.676640	0.000009
14.760030	0.000014
14.843420	0.000037
14.926810	0.000013
15.010200	0.000010
15.093590	0.000020
15.176980	0.000003
15.260370	0.000001
15.343760	0.000002
15.427150	0.000001
15.510540	0.000001
15.593930	0.000001
15.677320	0.000000
15.760710	0.000000
15.844100	0.000000
15.927490	0.000000
16.010880	0.000000
16.094270	0.000000
16.177660	0.000000
16.261050	0.000000
16.344440	0.000000
16.427830	0.000000
16.511220	0.000000
16.594610	0.000000
16.678000	0.000000
16.761390	0.000000
16.844780	0.000000
16.928170	0.000000
17.011560	0.000000
17.094950	0.000000
17.178340	0.000000
17.261730	0.000000
17.345120	0.000000
17.428510	0.000000
17.511900	0.000000
17.595290	0.000000
17.678680	0.000000
17.762070	0.000000
17.845460	0.000000
17.928850	0.000000
18.012240	0.000000
18.095630	0.000000
18.179020	0.000000
18.262410	0.000000
18.345800	0.000000
18.429190	0.000000
18.512580	0.000000
18.595970	0.000000
18.679360	0.000000
18.762750	0.000000
18.846140	0.000000
18.929530	0.000001
19.012920	0.000001
19.096310	0.000001
19.179700	0.000001
19.263090	0.000000
19.346480	0.000003
19.429870	0.000003
19.513260	0.000019
19.596650	0.000017
19.680040	0.000020
19.763430	0.000007
19.846820	0.000006
19.930210	0.000010
20.013600	0.000003
20.096990	0.000004
20.180380	0.000003
20.263770	0.000001
20.347160	0.000001
20.430550	0.000001
20.513940	0.000001
20.597330	0.000001
20.680720	0.000001
20.764110	0.000002
20.847500	0.000003
20.930890	0.000004
21.014280	0.000015
21.097670	0.000019
21.181060	0.000011
21.264450	0.000045
21.347840	0.000014
21.431230	0.000012
21.514620	0.000005
21.598010	0.000002
21.681400	0.000001
21.764790	0.000002
21.848180	0.000001
21.931570	0.000001
22.014960	0.000001
22.098350	0.000000
22.181740	0.000000
22.265130	0.000000
22.348520	0.000000
22.431910	0.000000
22.515300	0.000000
22.598690	0.000000
22.682080	0.000000
22.765470	0.000000
22.848860	0.000000
22.932250	0.000000
23.015640	0.000000
23.099030	0.000000
23.182420	0.000000
23.265810	0.000000
23.349200	0.000000
23.432590	0.000000
23.515980	0.000000
23.599370	0.000000
23.682760	0.000000
23.766150	0.000000
23.849540	0.000000
23.932930	0.000000
24.016320	0.000000
24.099710	0.000000
24.183100	0.000000
24.266490	0.000000
24.349880	0.000000
24.433270	0.000000
24.516660	0.000000
24.600050	0.000000
24.683440	0.000000
24.766830	0.000001
24.850220	0.000000
24.933610	0.000000
25.017000	0.000000
25.100390	0.000000
25.183780	0.000001
25.267170	0.000000
25.350560	0.000000
25.433950	0.000001
25.517340	0.000004
25.600730	0.000005
25.684120	0.000001
25.767510	0.000008
25.850900	0.000009
25.934290	0.000022
26.017680	0.000011
26.101070	0.000003
26.184460	0.000005
26.267850	0.000002
26.351240	0.000000
26.434630	0.000001
26.518020	0.000001
26.601410	0.000000
26.684800	0.000000
26.768190	0.000001
26.851580	0.000000
26.934970	0.000000
27.018360	0.000000
27.101750	0.000000
27.185140	0.000000
27.268530	0.000000
27.351920	0.000000
27.435310	0.000000
27.518700	0.000000
27.602090	0.000000
27.685480	0.000000
27.768870	0.000000
27.852260	0.000000
27.935650	0.000000
28.019040	0.000001
28.102430	0.000000
28.185820	0.000000
28.269210	0.000000
28.352600	0.000000
28.435990	0.000000
28.519380	0.000000
28.602770	0.000000
28.686160	0.000000
28.769550	0.000000
28.852940	0.000000
28.936330	0.000000
29.019720	0.000000
29.103110	0.000000
29.186500	0.000000
29.269890	0.000001
29.353280	0.000002
29.436670	0.000002
29.520060	0.000001
29.603450	0.000001
