LAMMPS data file via write_data, version 7 Aug 2019, timestep = 47235

4902 atoms
6 atom types

-4.8258868398706778e-01 9.5378847343287518e+01 xlo xhi
-4.1793405987484145e-01 8.2600504775674608e+01 ylo yhi
0.0000000000000000e+00 1.0000000000000000e+02 zlo zhi
4.7930718026314601e+01 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 183.84
2 78.96
3 78.96
4 183.84
5 78.96
6 78.96

Atoms # atomic

1 2 9.3435967302223872e+01 -3.1866906340777390e-01 3.8607892639468298e+00 -1 1 0
2 3 9.3450863465730961e+01 -3.1783883963376125e-01 6.9722614047869298e+00 -1 1 0
3 2 5.7482037312606937e-01 1.2150226968145250e+00 3.8607892629463776e+00 0 1 0
4 3 5.6809129207615394e-01 1.2017071275470448e+00 6.9722614037933939e+00 0 1 0
5 2 1.3820539891647786e+02 7.7795784520940074e+01 3.9162615931318681e+00 -1 0 0
6 3 1.3823435218983829e+02 7.7830056809410124e+01 7.0278414415655970e+00 -1 0 0
7 2 1.4119610692552268e+02 7.9334738592381385e+01 3.8754266052683652e+00 -1 0 0
8 3 1.4120886665392658e+02 7.9359896096618684e+01 6.9868391865850503e+00 -1 0 0
9 1 1.4032085809571552e+02 8.1073209645980469e+01 5.4239115621614573e+00 -1 0 0
10 2 4.8333609875665324e+01 8.0868289074821945e+01 3.8607892600399136e+00 0 0 0
11 3 4.8325442800901428e+01 8.0880774413335757e+01 6.9722614009087982e+00 0 0 0
12 1 -4.8258549954089447e-01 -4.1793204342576129e-01 5.4088064253753183e+00 0 1 0
13 2 5.1333101563434781e+01 8.2403079434687442e+01 3.8754266032029285e+00 0 0 0
14 3 5.1304934663251949e+01 8.2401550925888429e+01 6.9868391845261142e+00 0 0 0
15 1 2.5067345073726464e+00 1.1096103316233799e+00 5.4237525380108860e+00 0 1 0
16 2 6.3950161356711730e+00 9.2753078710583192e-01 3.9150727986444305e+00 0 1 0
17 3 6.3540084814744979e+00 9.1309248976871171e-01 7.0266718623582927e+00 0 1 0
18 2 1.3510106343655283e+02 7.2872508652997382e+01 4.0147359258811761e+00 -1 0 0
19 3 1.3512760039856701e+02 7.2911830173601103e+01 7.1275969111234572e+00 -1 0 0
20 2 1.3805868600856903e+02 7.4429513284702765e+01 3.9607950428777738e+00 -1 0 0
21 3 1.3807946722711671e+02 7.4473973358521533e+01 7.0729460204937737e+00 -1 0 0
22 1 1.3718193803741508e+02 7.6175988500850806e+01 5.5025205831171533e+00 -1 0 0
23 2 4.5174536696400779e+01 7.5971597643154723e+01 3.9150727990700274e+00 0 0 0
24 3 4.5182536596544075e+01 7.6014330461186148e+01 7.0266718627812486e+00 0 0 0
25 1 1.4015433326925469e+02 7.7717442298346427e+01 5.4521825375125061e+00 -1 0 0
26 2 4.8166198260477906e+01 7.7506294590587771e+01 3.8891407680622021e+00 0 0 0
27 3 4.8156064974270535e+01 7.7540806689434916e+01 7.0005596776665406e+00 0 0 0
28 1 4.7276363025070658e+01 7.9247908538708344e+01 5.4237525361972594e+00 0 0 0
29 2 5.1164372203372885e+01 7.9040953234109736e+01 3.8897022772669017e+00 0 0 0
30 3 5.1134847096966425e+01 7.9062990052776470e+01 7.0011116390177195e+00 0 0 0
31 1 5.0265165882959444e+01 8.0775856183694117e+01 5.4239115572456642e+00 0 0 0
32 2 5.4161228887640320e+01 8.0582527357692712e+01 3.9162615869416522e+00 0 0 0
33 3 5.4117071579644630e+01 8.0590465479068570e+01 7.0278414353339720e+00 0 0 0
34 1 5.3254608068337355e+01 8.2309525127443507e+01 5.4521825345092347e+00 0 0 0
35 2 5.7149861747430435e+01 8.2138605870357594e+01 3.9607950386883353e+00 0 0 0
36 3 5.7100967585825245e+01 8.2134372892343734e+01 7.0729460162704552e+00 0 0 0
37 1 8.3095738142733691e+00 8.3976761254073973e-01 5.5005966953030585e+00 0 1 0
38 2 1.2195089996075408e+01 6.9727210973392839e-01 4.0103730126662258e+00 0 1 0
39 3 1.2152004718579260e+01 6.8582544397360834e-01 7.1232808951131199e+00 0 1 0
40 2 1.3207498489372918e+02 6.7915568822135526e+01 4.0901505120465069e+00 -1 0 0
41 3 1.3209236485713913e+02 6.7936585987335448e+01 7.2035916441588173e+00 -1 0 0
42 2 1.3499703125522242e+02 6.9499186091038354e+01 4.0532763526380684e+00 -1 0 0
43 3 1.3501327013943086e+02 6.9531692894006980e+01 7.1665878616038361e+00 -1 0 0
44 1 1.3410681286924233e+02 7.1236583230070551e+01 5.6012152291229746e+00 -1 0 0
45 2 4.2075089902446273e+01 7.1063715671336880e+01 4.0103730151822417e+00 0 0 0
46 3 4.2086719441429743e+01 7.1106751948139362e+01 7.1232808976298534e+00 0 0 0
47 1 1.3704621781381576e+02 7.2806625263958139e+01 5.5500873656801799e+00 -1 0 0
48 2 4.5034894719862692e+01 7.2612091977788396e+01 3.9685236205483303e+00 0 0 0
49 3 4.5036899812165586e+01 7.2660743849120777e+01 7.0808386281146651e+00 0 0 0
50 1 4.4141252721327668e+01 7.4357423642744834e+01 5.5005966966362330e+00 0 0 0
51 2 4.8013401591125429e+01 7.4150526461231379e+01 3.9379756281512774e+00 0 0 0
52 3 4.8000886049568813e+01 7.4197534479615001e+01 7.0498164247767763e+00 0 0 0
53 1 4.7113668561302518e+01 7.5894426361187769e+01 5.4647073410728684e+00 0 0 0
54 2 5.1004556078956149e+01 7.5686619156961115e+01 3.9276461935078819e+00 0 0 0
55 3 5.0975105660629090e+01 7.5725327784871794e+01 7.0393183556936831e+00 0 0 0
56 1 5.0097195128327989e+01 7.7425583343265046e+01 5.4520719122299015e+00 0 0 0
57 2 5.4000290719022324e+01 7.7227964748778675e+01 3.9408668245413314e+00 0 0 0
58 3 5.3956316419108184e+01 7.7254266659493126e+01 7.0526689576459622e+00 0 0 0
59 1 5.3086136502307312e+01 7.8959673747861970e+01 5.4661183089613523e+00 0 0 0
60 2 5.6992965827761424e+01 7.8782128383145903e+01 3.9733786757967007e+00 0 0 0
61 3 5.6942264884544834e+01 7.8795472962548232e+01 7.0856282421539438e+00 0 0 0
62 1 5.6075743829718540e+01 8.0506082243810653e+01 5.5025205765500589e+00 0 0 0
63 2 5.9977078595889189e+01 8.0355731901186374e+01 4.0147359196069177e+00 0 0 0
64 3 5.9929756679302749e+01 8.0359052821089023e+01 7.1275969048000754e+00 0 0 0
65 1 5.9061558098325513e+01 8.2073226700671697e+01 5.5500873612105268e+00 0 0 0
66 2 6.2950477719126873e+01 8.1952298670459271e+01 4.0532763482431200e+00 0 0 0
67 3 6.2914206560222858e+01 8.1950108552494058e+01 7.1665878572082171e+00 0 0 0
68 1 1.4108855077337209e+01 6.4690652975077156e-01 5.5955817324867843e+00 0 1 0
69 2 1.7983391612664029e+01 5.5273756724970013e-01 4.0815188172319434e+00 0 1 0
70 3 1.7960779529930750e+01 5.4872837997847379e-01 7.1950096603966118e+00 0 1 0
