+0.000000	+0.000000	+0.000000		+0.00111111
+0.033333	+0.000000	+0.000000		+0.00222222
+0.066667	+0.000000	+0.000000		+0.00222222
+0.100000	+0.000000	+0.000000		+0.00222222
+0.133333	+0.000000	+0.000000		+0.00222222
+0.166667	+0.000000	+0.000000		+0.00222222
+0.200000	+0.000000	+0.000000		+0.00222222
+0.233333	+0.000000	+0.000000		+0.00222222
+0.266667	+0.000000	+0.000000		+0.00222222
+0.300000	+0.000000	+0.000000		+0.00222222
+0.333333	+0.000000	+0.000000		+0.00222222
+0.366667	+0.000000	+0.000000		+0.00222222
+0.400000	+0.000000	+0.000000		+0.00222222
+0.433333	+0.000000	+0.000000		+0.00222222
+0.466667	+0.000000	+0.000000		+0.00222222
+0.500000	+0.000000	+0.000000		+0.00111111
+0.000000	+0.033333	+0.000000		+0.00222222
+0.033333	+0.033333	+0.000000		+0.00222222
+0.066667	+0.033333	+0.000000		+0.00222222
+0.100000	+0.033333	+0.000000		+0.00222222
+0.133333	+0.033333	+0.000000		+0.00222222
+0.166667	+0.033333	+0.000000		+0.00222222
+0.200000	+0.033333	+0.000000		+0.00222222
+0.233333	+0.033333	+0.000000		+0.00222222
+0.266667	+0.033333	+0.000000		+0.00222222
+0.300000	+0.033333	+0.000000		+0.00222222
+0.333333	+0.033333	+0.000000		+0.00222222
+0.366667	+0.033333	+0.000000		+0.00222222
+0.400000	+0.033333	+0.000000		+0.00222222
+0.433333	+0.033333	+0.000000		+0.00222222
+0.466667	+0.033333	+0.000000		+0.00222222
+0.500000	+0.033333	+0.000000		+0.00222222
-0.466667	+0.033333	+0.000000		+0.00222222
-0.433333	+0.033333	+0.000000		+0.00222222
-0.400000	+0.033333	+0.000000		+0.00222222
-0.366667	+0.033333	+0.000000		+0.00222222
-0.333333	+0.033333	+0.000000		+0.00222222
-0.300000	+0.033333	+0.000000		+0.00222222
-0.266667	+0.033333	+0.000000		+0.00222222
-0.233333	+0.033333	+0.000000		+0.00222222
-0.200000	+0.033333	+0.000000		+0.00222222
-0.166667	+0.033333	+0.000000		+0.00222222
-0.133333	+0.033333	+0.000000		+0.00222222
-0.100000	+0.033333	+0.000000		+0.00222222
-0.066667	+0.033333	+0.000000		+0.00222222
-0.033333	+0.033333	+0.000000		+0.00222222
+0.000000	+0.066667	+0.000000		+0.00222222
+0.033333	+0.066667	+0.000000		+0.00222222
+0.066667	+0.066667	+0.000000		+0.00222222
+0.100000	+0.066667	+0.000000		+0.00222222
+0.133333	+0.066667	+0.000000		+0.00222222
+0.166667	+0.066667	+0.000000		+0.00222222
+0.200000	+0.066667	+0.000000		+0.00222222
+0.233333	+0.066667	+0.000000		+0.00222222
+0.266667	+0.066667	+0.000000		+0.00222222
+0.300000	+0.066667	+0.000000		+0.00222222
+0.333333	+0.066667	+0.000000		+0.00222222
+0.366667	+0.066667	+0.000000		+0.00222222
+0.400000	+0.066667	+0.000000		+0.00222222
+0.433333	+0.066667	+0.000000		+0.00222222
+0.466667	+0.066667	+0.000000		+0.00222222
+0.500000	+0.066667	+0.000000		+0.00222222
-0.466667	+0.066667	+0.000000		+0.00222222
-0.433333	+0.066667	+0.000000		+0.00222222
-0.400000	+0.066667	+0.000000		+0.00222222
-0.366667	+0.066667	+0.000000		+0.00222222
-0.333333	+0.066667	+0.000000		+0.00222222
-0.300000	+0.066667	+0.000000		+0.00222222
-0.266667	+0.066667	+0.000000		+0.00222222
-0.233333	+0.066667	+0.000000		+0.00222222
-0.200000	+0.066667	+0.000000		+0.00222222
-0.166667	+0.066667	+0.000000		+0.00222222
-0.133333	+0.066667	+0.000000		+0.00222222
-0.100000	+0.066667	+0.000000		+0.00222222
-0.066667	+0.066667	+0.000000		+0.00222222
-0.033333	+0.066667	+0.000000		+0.00222222
+0.000000	+0.100000	+0.000000		+0.00222222
+0.033333	+0.100000	+0.000000		+0.00222222
+0.066667	+0.100000	+0.000000		+0.00222222
+0.100000	+0.100000	+0.000000		+0.00222222
+0.133333	+0.100000	+0.000000		+0.00222222
+0.166667	+0.100000	+0.000000		+0.00222222
+0.200000	+0.100000	+0.000000		+0.00222222
+0.233333	+0.100000	+0.000000		+0.00222222
+0.266667	+0.100000	+0.000000		+0.00222222
+0.300000	+0.100000	+0.000000		+0.00222222
+0.333333	+0.100000	+0.000000		+0.00222222
+0.366667	+0.100000	+0.000000		+0.00222222
+0.400000	+0.100000	+0.000000		+0.00222222
+0.433333	+0.100000	+0.000000		+0.00222222
+0.466667	+0.100000	+0.000000		+0.00222222
+0.500000	+0.100000	+0.000000		+0.00222222
-0.466667	+0.100000	+0.000000		+0.00222222
-0.433333	+0.100000	+0.000000		+0.00222222
-0.400000	+0.100000	+0.000000		+0.00222222
-0.366667	+0.100000	+0.000000		+0.00222222
-0.333333	+0.100000	+0.000000		+0.00222222
-0.300000	+0.100000	+0.000000		+0.00222222
-0.266667	+0.100000	+0.000000		+0.00222222
-0.233333	+0.100000	+0.000000		+0.00222222
-0.200000	+0.100000	+0.000000		+0.00222222
-0.166667	+0.100000	+0.000000		+0.00222222
-0.133333	+0.100000	+0.000000		+0.00222222
-0.100000	+0.100000	+0.000000		+0.00222222
-0.066667	+0.100000	+0.000000		+0.00222222
-0.033333	+0.100000	+0.000000		+0.00222222
+0.000000	+0.133333	+0.000000		+0.00222222
+0.033333	+0.133333	+0.000000		+0.00222222
+0.066667	+0.133333	+0.000000		+0.00222222
+0.100000	+0.133333	+0.000000		+0.00222222
+0.133333	+0.133333	+0.000000		+0.00222222
+0.166667	+0.133333	+0.000000		+0.00222222
+0.200000	+0.133333	+0.000000		+0.00222222
+0.233333	+0.133333	+0.000000		+0.00222222
+0.266667	+0.133333	+0.000000		+0.00222222
+0.300000	+0.133333	+0.000000		+0.00222222
+0.333333	+0.133333	+0.000000		+0.00222222
+0.366667	+0.133333	+0.000000		+0.00222222
+0.400000	+0.133333	+0.000000		+0.00222222
+0.433333	+0.133333	+0.000000		+0.00222222
+0.466667	+0.133333	+0.000000		+0.00222222
+0.500000	+0.133333	+0.000000		+0.00222222
-0.466667	+0.133333	+0.000000		+0.00222222
-0.433333	+0.133333	+0.000000		+0.00222222
-0.400000	+0.133333	+0.000000		+0.00222222
-0.366667	+0.133333	+0.000000		+0.00222222
-0.333333	+0.133333	+0.000000		+0.00222222
-0.300000	+0.133333	+0.000000		+0.00222222
-0.266667	+0.133333	+0.000000		+0.00222222
-0.233333	+0.133333	+0.000000		+0.00222222
-0.200000	+0.133333	+0.000000		+0.00222222
-0.166667	+0.133333	+0.000000		+0.00222222
-0.133333	+0.133333	+0.000000		+0.00222222
-0.100000	+0.133333	+0.000000		+0.00222222
-0.066667	+0.133333	+0.000000		+0.00222222
-0.033333	+0.133333	+0.000000		+0.00222222
+0.000000	+0.166667	+0.000000		+0.00222222
+0.033333	+0.166667	+0.000000		+0.00222222
+0.066667	+0.166667	+0.000000		+0.00222222
+0.100000	+0.166667	+0.000000		+0.00222222
+0.133333	+0.166667	+0.000000		+0.00222222
+0.166667	+0.166667	+0.000000		+0.00222222
+0.200000	+0.166667	+0.000000		+0.00222222
+0.233333	+0.166667	+0.000000		+0.00222222
+0.266667	+0.166667	+0.000000		+0.00222222
+0.300000	+0.166667	+0.000000		+0.00222222
+0.333333	+0.166667	+0.000000		+0.00222222
+0.366667	+0.166667	+0.000000		+0.00222222
+0.400000	+0.166667	+0.000000		+0.00222222
+0.433333	+0.166667	+0.000000		+0.00222222
+0.466667	+0.166667	+0.000000		+0.00222222
+0.500000	+0.166667	+0.000000		+0.00222222
-0.466667	+0.166667	+0.000000		+0.00222222
-0.433333	+0.166667	+0.000000		+0.00222222
-0.400000	+0.166667	+0.000000		+0.00222222
-0.366667	+0.166667	+0.000000		+0.00222222
-0.333333	+0.166667	+0.000000		+0.00222222
-0.300000	+0.166667	+0.000000		+0.00222222
-0.266667	+0.166667	+0.000000		+0.00222222
-0.233333	+0.166667	+0.000000		+0.00222222
-0.200000	+0.166667	+0.000000		+0.00222222
-0.166667	+0.166667	+0.000000		+0.00222222
-0.133333	+0.166667	+0.000000		+0.00222222
-0.100000	+0.166667	+0.000000		+0.00222222
-0.066667	+0.166667	+0.000000		+0.00222222
-0.033333	+0.166667	+0.000000		+0.00222222
+0.000000	+0.200000	+0.000000		+0.00222222
+0.033333	+0.200000	+0.000000		+0.00222222
+0.066667	+0.200000	+0.000000		+0.00222222
+0.100000	+0.200000	+0.000000		+0.00222222
+0.133333	+0.200000	+0.000000		+0.00222222
